public_URL,talk_id,description,views,event
"<link href=""https://www.ted.com/talks/jonas_eliasson_how_to_solve_traffic_jams"" rel=""canonical""/>",1620,"It's an unfortunate reality in nearly every major city—road congestion, especially during rush hours. Jonas Eliasson reveals how subtly nudging just a small percentage of drivers to stay off major roads can make traffic jams a thing of the past.",1247353,TEDxHelvetia
"<link href=""https://www.ted.com/talks/yves_morieux_as_work_gets_more_complex_6_rules_to_simplify"" rel=""canonical""/>",1911,"Why do people feel so miserable and disengaged at work? Because today's businesses are increasingly and dizzyingly complex -- and traditional pillars of management are obsolete, says Yves Morieux. So, he says, it falls to individual employees to navigate the rabbit's warren of interdependencies. In this energetic talk, Morieux offers six rules for ""smart simplicity."" (Rule one: Understand what your colleagues actually do.)",3369748,TED@BCG San Francisco
"<link href=""https://www.ted.com/talks/jessica_ladd_the_reporting_system_that_sexual_assault_survivors_want"" rel=""canonical""/>",2457,"We don't have to live in a world where 99 percent of rapists get away with it, says TED Fellow Jessica Ladd. With Callisto, a new platform for college students to confidentially report sexual assault, Ladd is helping survivors get the support and justice they deserve while respecting their privacy concerns. ""We can create a world where there's a real deterrent to violating the rights of another human being,"" she says.",1343788,TED2016
"<link href=""https://www.ted.com/talks/eric_mead_the_magic_of_the_placebo"" rel=""canonical""/>",792,"Sugar pills, injections of nothing -- studies show that, more often than you'd expect, placebos really work. At TEDMED, magician Eric Mead does a trick to prove that, even when you know something's not real, you can still react as powerfully as if it is. (Warning: This talk is not suitable for viewers who are disturbed by needles or blood.)",1062455,TEDMED 2009
"<link href=""https://www.ted.com/talks/kavita_ramdas_radical_women_embracing_tradition"" rel=""canonical""/>",842,Investing in women can unlock infinite potential around the globe. But how can women walk the line between Western-style empowerment and traditional culture? Kavita Ramdas of the Global Fund for Women talks about three encounters with powerful women who fight to make the world better -- while preserving the traditions that sustain them.,490978,TEDIndia 2009
"<link href=""https://www.ted.com/talks/c_k_williams_reads_poetry_of_youth_and_age"" rel=""canonical""/>",500,"Poet C.K. Williams reads his work at TED2001. As he colors scenes of childhood resentments, college loves, odd neighbors and the literal death of youth, he reminds us of the unique challenges of living.",257901,TED2001
"<link href=""https://www.ted.com/talks/heather_barnett_what_humans_can_learn_from_semi_intelligent_slime_1"" rel=""canonical""/>",2048,"Inspired by biological design and self-organizing systems, artist Heather Barnett co-creates with physarum polycephalum, a eukaryotic microorganism that lives in cool, moist areas. What can people learn from the semi-intelligent slime mold? Watch this talk to find out.",1024473,TEDSalon Berlin 2014
"<link href=""https://www.ted.com/talks/amanda_burden_how_public_spaces_make_cities_work"" rel=""canonical""/>",1966,"More than 8 million people are crowded together to live in New York City. What makes it possible? In part, it’s the city’s great public spaces — from tiny pocket parks to long waterfront promenades — where people can stroll and play. Amanda Burden helped plan some of the city’s newest public spaces, drawing on her experience as, surprisingly, an animal behaviorist. She shares the unexpected challenges of planning parks people love -- and why it's important.",1144503,TED2014
"<link href=""https://www.ted.com/talks/sarah_gray_how_my_son_s_short_life_made_a_lasting_difference"" rel=""canonical""/>",2492,"After Sarah Gray's unborn son Thomas was diagnosed with anencephaly, a terminal condition, she decided to turn her family's tragedy into an extraordinary gift and donate his organs to scientific research. In this tribute to life and discovery, she shares her journey to find meaning in loss and spreads a message of hope for other grieving families.",1484067,TEDMED 2015
"<link href=""https://www.ted.com/talks/steven_levitt_analyzes_crack_economics"" rel=""canonical""/>",29,"""Freakonomics"" author Steven Levitt presents new data on the finances of drug dealing. Contrary to popular myth, he says, being a street-corner crack dealer isn't lucrative: It pays below minimum wage. And your boss can kill you.",3066001,TED2004
"<link href=""https://www.ted.com/talks/ajit_narayanan_a_word_game_to_communicate_in_any_language"" rel=""canonical""/>",1934,"While working with kids who have trouble speaking, Ajit Narayanan sketched out a way to think about language in pictures, to relate words and concepts in ""maps."" The idea now powers the FreeSpeech app, which can help nonverbal people communicate.",1300473,TED2013
"<link href=""https://www.ted.com/talks/lisa_kristine_glimpses_of_modern_day_slavery"" rel=""canonical""/>",1541,"Photographer Lisa Kristine travels the world documenting the unbearably harsh realities of modern-day slavery. She shares hauntingly beautiful images -- miners in the Congo, bricklayers in Nepal -- that illuminate the plight of the 27 million souls enslaved worldwide.",2683365,TEDxMaui
"<link href=""https://www.ted.com/talks/liz_coleman_s_call_to_reinvent_liberal_arts_education"" rel=""canonical""/>",558,"Bennington president Liz Coleman delivers a call-to-arms for radical reform in higher education. Bucking the trend to push students toward increasingly narrow areas of study, she proposes a truly cross-disciplinary education -- one that dynamically combines all areas of study to address the great problems of our day.",608497,TED2009
"<link href=""https://www.ted.com/talks/christiane_amanpour_how_to_seek_truth_in_the_era_of_fake_news"" rel=""canonical""/>",3012,"Known worldwide for her courage and clarity, Christiane Amanpour has spent the past three decades interviewing business, cultural and political leaders who have shaped history. In conversation with TED Curator Chris Anderson, Amanpour discusses fake news, objectivity in journalism, the leadership vacuum in global politics and more, sharing her wisdom along the way. ""Be careful where you get information from,"" she says. ""Unless we are all engaged as global citizens who appreciate the truth, who understand science, empirical evidence and facts, then we are going to be wandering around -- to a potential catastrophe.""",1426284,TEDGlobal>NYC
"<link href=""https://www.ted.com/talks/marc_bamuthi_joseph_what_soccer_can_teach_us_about_freedom"" rel=""canonical""/>",11720,"""Soccer is the only thing on this planet that we can all agree to do together,"" says theater maker and TED Fellow Marc Bamuthi Joseph. Through his performances and an engagement initiative called ""Moving and Passing,"" Joseph combines music, dance and soccer to reveal accessible, joyful connections between the arts and sports. Learn more about how he's using the beautiful game to foster community and highlight issues facing immigrants.",777619,TEDGlobal 2017
"<link href=""https://www.ted.com/talks/daniel_kraft_medicine_s_future"" rel=""canonical""/>",1168,"Daniel Kraft offers a fast-paced look at the next few years of innovations in medicine, powered by new tools, tests and apps that bring diagnostic information right to the patient's bedside.",899853,TEDxMaastricht
"<link href=""https://www.ted.com/talks/paul_rothemund_details_dna_folding"" rel=""canonical""/>",331,"In 2007, Paul Rothemund gave TED a short summary of his specialty, DNA folding. Now he lays out in clear, abundant detail the immense promise of this field -- to create tiny machines that assemble themselves.",590285,TED2008
"<link href=""https://www.ted.com/talks/per_espen_stoknes_how_to_transform_apocalypse_fatigue_into_action_on_global_warming"" rel=""canonical""/>",4463,"The biggest obstacle to dealing with climate disruptions lies between your ears, says psychologist and economist Per Espen Stokes. He's spent years studying the defenses we use to avoid thinking about the demise of our planet -- and figuring out a new way of talking about global warming that keeps us from shutting down. Step away from the doomsday narratives and learn how to make caring for the earth feel personable, do-able and empowering with this fun, informative talk.",1036521,TEDGlobal>NYC
